Project_ID,Project_Name,Project_Manager,Team_Name,Department,Project_Type,Start_Date,End_Date,Planned_End_Date,Status,Priority,Budget,Actual_Cost,Progress_%,Risk_Level,Client,Team_Size,Delay_Days,Cost_Variance,Cost_Variance_%,Is_Delayed,Is_Over_Budget
PRJ0111,ML Model - Healthcare Client C #111,Ananya Rao,Quantum,Engineering,ML Model,2024-12-09,2025-09-06,2025-08-23,Delayed,High,143238.08,189614.49,100.0,High,Healthcare Client C,12,14,46376.41,32.38,True,True
PRJ0112,Web App - Logistics Client E #112,Priya Menon,Falcon,QA & Testing,Web App,2023-08-01,2024-01-22,2024-01-28,Completed,Low,91509.26,94783.0,100.0,Low,Logistics Client E,5,0,3273.7400000000052,3.58,False,True
PRJ0113,Internal Tool - Logistics Client E #113,Neha Kapoor,Vega,AI/ML,Internal Tool,2025-02-12,2025-09-18,2025-09-19,Completed,Medium,95907.28,91127.12,100.0,Low,Logistics Client E,5,0,-4780.1600000000035,-4.98,False,False
PRJ0114,Internal Tool - Logistics Client E #114,Rohit Sharma,Atlas,Mobile Apps,Internal Tool,2025-03-03,2025-06-17,2025-06-24,Completed,Critical,46754.48,44328.89,100.0,Low,Logistics Client E,3,0,-2425.590000000004,-5.19,False,False
PRJ0115,Mobile App - BFSI Client F #115,Neha Kapoor,Nova,Mobile Apps,Mobile App,2025-03-01,2025-09-04,2025-09-05,Completed,Critical,135486.88,122425.19,100.0,Medium,BFSI Client F,7,0,-13061.690000000002,-9.64,False,False
PRJ0116,API Integration - Logistics Client E #116,Divya Pillai,Aurora,Data & Analytics,API Integration,2023-04-20,2023-06-08,2023-06-12,Completed,High,68064.26,59246.28,100.0,Low,Logistics Client E,3,0,-8817.979999999996,-12.96,False,False
PRJ0117,Mobile App - BFSI Client F #117,Meera Krishnan,Quantum,AI/ML,Mobile App,2023-01-27,2023-03-15,2023-03-20,Completed,High,109976.44,112477.7,100.0,Low,BFSI Client F,10,0,2501.2599999999948,2.27,False,True
PRJ0118,Data Pipeline - Healthcare Client C #118,Aditya Verma,Orion,Customer Platforms,Data Pipeline,2024-12-02,2025-06-15,2025-04-08,Delayed,Medium,20966.61,23238.84,100.0,High,Healthcare Client C,5,68,2272.2299999999996,10.84,True,True
PRJ0119,Cloud Migration - Logistics Client E #119,Rohit Sharma,Zenith,Cloud Infrastructure,Cloud Migration,2023-09-10,2024-04-04,2024-04-11,Completed,Medium,161244.93,140507.94,100.0,Low,Logistics Client E,13,0,-20736.98999999999,-12.86,False,False
PRJ0120,Dashboard - Logistics Client E #120,Divya Pillai,Nimbus,Cloud Infrastructure,Dashboard,2023-12-09,2024-06-12,2024-04-27,Delayed,High,304293.39,392929.34,100.0,Medium,Logistics Client E,13,46,88635.95000000001,29.13,True,True
PRJ0121,Dashboard - EdTech Client D #121,Arjun Nair,Vega,Data & Analytics,Dashboard,2024-08-12,2025-05-24,2025-03-30,Delayed,Critical,50972.3,60963.19,100.0,High,EdTech Client D,6,55,9990.89,19.6,True,True
PRJ0122,Dashboard - AI/ML #122,Neha Kapoor,Nova,AI/ML,Dashboard,2024-12-26,2025-03-18,2025-03-19,Completed,Critical,193467.67,196136.19,100.0,Low,Internal,10,0,2668.5199999999895,1.38,False,True
PRJ0123,ML Model - EdTech Client D #123,Neha Kapoor,Nova,Mobile Apps,ML Model,2023-09-16,2024-03-31,2024-04-01,Completed,Low,87252.18,82000.76,100.0,High,EdTech Client D,5,0,-5251.419999999998,-6.02,False,False
PRJ0124,Web App - BFSI Client F #124,Aditya Verma,Quantum,AI/ML,Web App,2025-03-20,2025-07-10,2025-07-20,Completed,Medium,302351.49,312292.88,100.0,High,BFSI Client F,14,0,9941.390000000014,3.29,False,True
PRJ0125,Internal Tool - QA & Testing #125,Priya Menon,Pulsar,QA & Testing,Internal Tool,2025-02-09,2025-07-11,2025-06-03,Delayed,Critical,163507.16,186202.02,100.0,High,Internal,15,38,22694.859999999986,13.88,True,True
PRJ0126,API Integration - Govt Client G #126,Karthik Iyer,Nimbus,QA & Testing,API Integration,2024-02-05,2024-06-30,2024-07-02,Completed,Medium,249446.64,229239.84,100.0,Low,Govt Client G,10,0,-20206.800000000017,-8.1,False,False
PRJ0127,API Integration - Retail Client B #127,Rohit Sharma,Orion,Mobile Apps,API Integration,2023-11-16,2024-03-07,2024-03-12,Completed,Critical,190382.1,179955.35,100.0,Low,Retail Client B,10,0,-10426.75,-5.48,False,False
PRJ0128,Mobile App - Cloud Infrastructure #128,Sneha Reddy,Orion,Cloud Infrastructure,Mobile App,2023-01-24,2023-09-26,2023-09-28,Completed,Medium,127226.46,131804.64,100.0,Medium,Internal,8,0,4578.180000000008,3.6,False,True
PRJ0129,Dashboard - BFSI Client F #129,Arjun Nair,Nova,AI/ML,Dashboard,2023-08-26,2024-07-14,2024-04-16,Delayed,Critical,139360.39,170417.38,100.0,High,BFSI Client F,10,89,31056.98999999999,22.29,True,True
PRJ0130,Internal Tool - BFSI Client F #130,Suresh Kumar,Zenith,Data & Analytics,Internal Tool,2023-01-05,2023-08-02,2023-08-03,Completed,High,34398.26,33210.47,100.0,Low,BFSI Client F,6,0,-1187.7900000000009,-3.45,False,False
PRJ0131,Mobile App - Govt Client G #131,Karthik Iyer,Pulsar,Cloud Infrastructure,Mobile App,2023-09-26,2024-04-05,2024-04-14,Completed,High,131374.45,121879.74,100.0,High,Govt Client G,10,0,-9494.710000000006,-7.23,False,False
PRJ0132,Cloud Migration - Retail Client B #132,Suresh Kumar,Zenith,Cloud Infrastructure,Cloud Migration,2024-09-21,2025-04-25,2025-03-21,Delayed,Low,65834.13,77167.61,100.0,Medium,Retail Client B,4,35,11333.479999999996,17.22,True,True
PRJ0133,Internal Tool - Retail Client B #133,Divya Pillai,Vega,AI/ML,Internal Tool,2024-03-09,2024-05-15,2024-05-25,Completed,Critical,156165.38,161809.04,100.0,Medium,Retail Client B,10,0,5643.6600000000035,3.61,False,True
PRJ0134,Dashboard - Logistics Client E #134,Priya Menon,Nova,Cloud Infrastructure,Dashboard,2024-09-26,2024-11-05,2024-11-08,Completed,High,183138.92,185527.64,100.0,Medium,Logistics Client E,8,0,2388.720000000001,1.3,False,True
PRJ0135,Internal Tool - Govt Client G #135,Neha Kapoor,Vega,Mobile Apps,Internal Tool,2024-12-28,2025-09-07,2025-08-30,Delayed,Medium,122400.89,167487.55,100.0,Medium,Govt Client G,10,8,45086.65999999999,36.84,True,True
PRJ0136,Dashboard - Retail Client B #136,Sneha Reddy,Quantum,Data & Analytics,Dashboard,2024-08-02,2025-03-09,2025-03-10,Completed,High,279242.25,269341.1,100.0,Medium,Retail Client B,15,0,-9901.150000000023,-3.55,False,False
PRJ0137,ML Model - Govt Client G #137,Ananya Rao,Quantum,Cloud Infrastructure,ML Model,2024-03-11,2024-05-02,2024-05-06,Completed,Critical,281282.77,288304.14,100.0,High,Govt Client G,14,0,7021.369999999995,2.5,False,True
PRJ0138,ML Model - Fintech Client A #138,Vikram Malhotra,Orion,Customer Platforms,ML Model,2023-08-03,2024-06-18,2024-03-27,Delayed,Medium,203311.49,264936.88,100.0,Medium,Fintech Client A,14,83,61625.390000000014,30.31,True,True
PRJ0139,Cloud Migration - Logistics Client E #139,Ananya Rao,Atlas,Data & Analytics,Cloud Migration,2024-09-03,2025-02-13,2025-02-17,Completed,High,42220.17,40723.34,100.0,Medium,Logistics Client E,5,0,-1496.8300000000017,-3.55,False,False
PRJ0140,Web App - BFSI Client F #140,Priya Menon,Orion,QA & Testing,Web App,2023-10-11,2024-06-15,2024-06-18,Completed,High,50939.56,44788.54,100.0,Medium,BFSI Client F,13,0,-6151.019999999997,-12.08,False,False
PRJ0141,Data Pipeline - Govt Client G #141,Divya Pillai,Comet,Customer Platforms,Data Pipeline,2024-08-14,2025-03-07,2025-02-21,Delayed,Critical,108077.86,140874.21,100.0,Medium,Govt Client G,7,14,32796.34999999999,30.35,True,True
PRJ0142,Dashboard - Logistics Client E #142,Sneha Reddy,Aurora,AI/ML,Dashboard,2024-05-14,2024-09-03,2024-09-04,Completed,Medium,12682.57,12634.2,100.0,Low,Logistics Client E,12,0,-48.36999999999898,-0.38,False,False
PRJ0143,ML Model - BFSI Client F #143,Meera Krishnan,Orion,Cloud Infrastructure,ML Model,2024-03-15,2024-12-22,2024-11-11,Delayed,High,74270.66,88018.31,100.0,Low,BFSI Client F,6,41,13747.649999999994,18.51,True,True
PRJ0144,Web App - Mobile Apps #144,Neha Kapoor,Pulsar,Mobile Apps,Web App,2023-04-12,2023-11-13,2023-10-19,Delayed,Medium,303662.25,372446.12,100.0,Medium,Internal,10,25,68783.87,22.65,True,True
PRJ0145,Data Pipeline - EdTech Client D #145,Priya Menon,Aurora,Data & Analytics,Data Pipeline,2023-10-08,2024-02-28,2023-11-30,Delayed,Medium,120770.18,170469.54,100.0,Medium,EdTech Client D,13,90,49699.360000000015,41.15,True,True
PRJ0146,Internal Tool - Healthcare Client C #146,Aditya Verma,Aurora,Cloud Infrastructure,Internal Tool,2024-11-02,2025-01-08,2024-12-25,Delayed,Low,44649.14,49251.57,100.0,Low,Healthcare Client C,14,14,4602.43,10.31,True,True
PRJ0147,Mobile App - Logistics Client E #147,Aditya Verma,Falcon,Engineering,Mobile App,2025-05-30,2025-12-08,2025-10-15,Delayed,High,56560.4,61409.46,100.0,Medium,Logistics Client E,14,54,4849.059999999998,8.57,True,True
PRJ0148,Data Pipeline - BFSI Client F #148,Priya Menon,Titan,Cloud Infrastructure,Data Pipeline,2024-10-18,2025-04-30,2025-05-09,Completed,Low,12867.33,12610.04,100.0,Low,BFSI Client F,5,0,-257.28999999999905,-2.0,False,False
PRJ0149,Dashboard - BFSI Client F #149,Priya Menon,Aurora,QA & Testing,Dashboard,2025-05-30,2025-09-12,2025-08-23,Delayed,High,86486.55,111206.96,100.0,Medium,BFSI Client F,4,20,24720.410000000003,28.58,True,True
PRJ0150,Mobile App - EdTech Client D #150,Karthik Iyer,Nova,Cloud Infrastructure,Mobile App,2023-09-12,2024-03-01,2024-03-01,Completed,High,177602.17,181079.34,100.0,Low,EdTech Client D,12,0,3477.1699999999837,1.96,False,True
PRJ0151,Internal Tool - Healthcare Client C #151,Meera Krishnan,Nimbus,AI/ML,Internal Tool,2023-10-30,2024-05-09,2024-05-12,Completed,Low,57082.31,54169.83,100.0,Low,Healthcare Client C,3,0,-2912.479999999996,-5.1,False,False
PRJ0152,API Integration - AI/ML #152,Meera Krishnan,Orion,AI/ML,API Integration,2023-11-21,2024-01-18,2024-01-23,Completed,Medium,187188.5,179564.55,100.0,Medium,Internal,9,0,-7623.950000000012,-4.07,False,False
PRJ0153,Web App - Fintech Client A #153,Ananya Rao,Orion,Customer Platforms,Web App,2023-09-26,2023-12-14,2023-12-20,Completed,High,66657.97,63413.2,100.0,High,Fintech Client A,3,0,-3244.770000000004,-4.87,False,False
PRJ0154,Mobile App - BFSI Client F #154,Aditya Verma,Vega,Mobile Apps,Mobile App,2024-10-17,2025-05-16,2025-04-02,Delayed,Medium,166859.91,180477.12,100.0,Medium,BFSI Client F,11,44,13617.209999999992,8.16,True,True
PRJ0155,Mobile App - BFSI Client F #155,Arjun Nair,Quantum,Data & Analytics,Mobile App,2023-11-14,2024-06-09,2024-06-09,Completed,High,160101.38,143914.48,100.0,Low,BFSI Client F,9,0,-16186.899999999994,-10.11,False,False
PRJ0156,Data Pipeline - EdTech Client D #156,Ananya Rao,Nimbus,AI/ML,Data Pipeline,2023-05-03,2023-08-12,2023-06-05,Delayed,Medium,58182.2,83270.74,100.0,Low,EdTech Client D,14,68,25088.540000000008,43.12,True,True
PRJ0157,Data Pipeline - Logistics Client E #157,Priya Menon,Titan,QA & Testing,Data Pipeline,2025-02-06,2025-10-01,2025-09-23,Delayed,Low,125002.67,148003.71,100.0,High,Logistics Client E,7,8,23001.039999999994,18.4,True,True
PRJ0158,Dashboard - Fintech Client A #158,Suresh Kumar,Aurora,Cloud Infrastructure,Dashboard,2024-04-11,2024-09-16,2024-09-18,Completed,High,18200.8,16809.12,100.0,Medium,Fintech Client A,8,0,-1391.6800000000003,-7.65,False,False
PRJ0159,ML Model - Fintech Client A #159,Aditya Verma,Comet,AI/ML,ML Model,2025-01-28,2025-07-04,2025-07-07,Completed,Medium,6038.62,5188.36,100.0,Low,Fintech Client A,3,0,-850.2600000000002,-14.08,False,False
PRJ0160,ML Model - BFSI Client F #160,Meera Krishnan,Falcon,Data & Analytics,ML Model,2023-11-26,2024-03-12,2024-02-27,Delayed,Medium,198581.94,253909.73,100.0,Medium,BFSI Client F,9,14,55327.79000000001,27.86,True,True
PRJ0161,Internal Tool - Engineering #161,Karthik Iyer,Nova,Engineering,Internal Tool,2023-03-12,2023-11-17,2023-11-21,Completed,Medium,209187.41,191502.74,100.0,Not Assessed,Internal,10,0,-17684.670000000013,-8.45,False,False
PRJ0162,ML Model - EdTech Client D #162,Suresh Kumar,Titan,Data & Analytics,ML Model,2024-04-20,2024-08-19,2024-08-22,Completed,High,280232.74,279249.87,100.0,Low,EdTech Client D,12,0,-982.8699999999953,-0.35,False,False
PRJ0163,ML Model - Data & Analytics #163,Divya Pillai,Falcon,Data & Analytics,ML Model,2024-07-08,2024-10-29,2024-11-03,Completed,Critical,264032.63,224504.94,100.0,Medium,Internal,13,0,-39527.69,-14.97,False,False
PRJ0164,ML Model - Healthcare Client C #164,Rohit Sharma,Titan,QA & Testing,ML Model,2024-03-05,2024-09-16,2024-08-07,Delayed,High,70106.59,76220.63,100.0,High,Healthcare Client C,3,40,6114.040000000008,8.72,True,True
PRJ0165,Dashboard - Logistics Client E #165,Aditya Verma,Vega,AI/ML,Dashboard,2025-02-04,2025-05-21,2025-03-27,Delayed,Medium,38379.25,41446.99,100.0,Medium,Logistics Client E,12,55,3067.739999999998,7.99,True,True
PRJ0166,API Integration - EdTech Client D #166,Sneha Reddy,Atlas,Data & Analytics,API Integration,2025-03-31,2025-10-09,2025-08-08,Delayed,Medium,281871.75,326628.01,100.0,High,EdTech Client D,14,62,44756.26000000001,15.88,True,True
PRJ0167,Mobile App - Retail Client B #167,Rohit Sharma,Nimbus,Customer Platforms,Mobile App,2023-06-18,2023-12-30,2023-11-10,Delayed,Low,82227.66,118066.91,100.0,Low,Retail Client B,10,50,35839.25,43.59,True,True
PRJ0168,Cloud Migration - Retail Client B #168,Rohit Sharma,Orion,Cloud Infrastructure,Cloud Migration,2025-04-26,2026-01-07,2025-11-22,Delayed,Low,208263.4,277919.79,65.2,Low,Retail Client B,14,46,69656.38999999998,33.45,True,True
PRJ0169,Data Pipeline - EdTech Client D #169,Sneha Reddy,Comet,Engineering,Data Pipeline,2023-02-01,2023-06-13,2023-06-14,Completed,Critical,137869.37,129929.29,100.0,Medium,EdTech Client D,10,0,-7940.080000000002,-5.76,False,False
PRJ0170,ML Model - Retail Client B #170,Karthik Iyer,Falcon,Engineering,ML Model,2025-04-23,2025-09-01,2025-09-02,Completed,Medium,134276.49,129773.5,100.0,Low,Retail Client B,8,0,-4502.989999999991,-3.35,False,False
PRJ0171,Data Pipeline - Govt Client G #171,Karthik Iyer,Orion,Engineering,Data Pipeline,2023-04-05,2024-02-24,2023-12-22,Delayed,Medium,129384.71,138474.64,100.0,Medium,Govt Client G,15,64,9089.930000000008,7.03,True,True
PRJ0172,Internal Tool - QA & Testing #172,Vikram Malhotra,Vega,QA & Testing,Internal Tool,2024-11-30,2025-04-14,2025-04-18,Completed,Medium,45703.47,41406.01,100.0,Low,Internal,5,0,-4297.459999999999,-9.4,False,False
PRJ0173,Dashboard - EdTech Client D #173,Karthik Iyer,Nimbus,AI/ML,Dashboard,2024-02-26,2024-12-31,2024-11-07,Delayed,Medium,132194.83,146061.33,100.0,Medium,EdTech Client D,11,54,13866.5,10.49,True,True
PRJ0174,Internal Tool - AI/ML #174,Neha Kapoor,Atlas,AI/ML,Internal Tool,2025-03-11,2025-10-04,2025-10-09,Completed,High,96261.94,99393.86,100.0,Low,Internal,8,0,3131.9199999999983,3.25,False,True
PRJ0175,Web App - Healthcare Client C #175,Arjun Nair,Falcon,Data & Analytics,Web App,2025-04-10,2025-11-17,2025-11-25,Completed,Medium,16433.19,15142.96,100.0,Medium,Healthcare Client C,7,0,-1290.2299999999996,-7.85,False,False
PRJ0176,Cloud Migration - Healthcare Client C #176,Karthik Iyer,Orion,Data & Analytics,Cloud Migration,2024-06-30,2025-03-28,2025-02-23,Delayed,Medium,331454.52,424353.55,100.0,High,Healthcare Client C,15,33,92899.02999999997,28.03,True,True
PRJ0177,API Integration - Healthcare Client C #177,Priya Menon,Nova,Customer Platforms,API Integration,2025-04-05,2025-11-04,2025-11-09,Completed,High,129528.17,134646.05,100.0,Low,Healthcare Client C,14,0,5117.87999999999,3.95,False,True
PRJ0178,Data Pipeline - EdTech Client D #178,Meera Krishnan,Zenith,Data & Analytics,Data Pipeline,2024-05-17,2024-06-25,2024-06-25,Completed,Low,9167.45,8757.57,100.0,Medium,EdTech Client D,9,0,-409.880000000001,-4.47,False,False
PRJ0179,API Integration - Retail Client B #179,Arjun Nair,Nova,Data & Analytics,API Integration,2023-03-02,2023-04-05,2023-04-06,Completed,Low,72460.06,73858.26,100.0,Medium,Retail Client B,5,0,1398.199999999997,1.93,False,True
PRJ0180,Mobile App - BFSI Client F #180,Neha Kapoor,Aurora,Cloud Infrastructure,Mobile App,2023-12-11,2024-05-26,2024-03-27,Delayed,Critical,33107.11,45248.71,100.0,High,BFSI Client F,8,60,12141.599999999999,36.67,True,True
PRJ0181,ML Model - Logistics Client E #181,Meera Krishnan,Aurora,Data & Analytics,ML Model,2024-11-12,2025-05-07,2025-05-11,Completed,Medium,48514.17,42472.68,100.0,Medium,Logistics Client E,5,0,-6041.489999999998,-12.45,False,False
PRJ0182,Data Pipeline - AI/ML #182,Suresh Kumar,Vega,AI/ML,Data Pipeline,2024-09-08,2025-03-15,2024-12-28,Delayed,Medium,348798.43,380763.75,100.0,Medium,Internal,15,77,31965.320000000007,9.16,True,True
PRJ0183,Data Pipeline - Logistics Client E #183,Arjun Nair,Atlas,Engineering,Data Pipeline,2024-10-13,2025-06-21,2025-06-26,Completed,Critical,79592.89,74763.67,100.0,Low,Logistics Client E,4,0,-4829.220000000001,-6.07,False,False
PRJ0184,Web App - Fintech Client A #184,Sneha Reddy,Pulsar,Engineering,Web App,2023-02-19,2023-06-21,2023-06-27,Completed,Critical,178494.43,169322.74,100.0,High,Fintech Client A,10,0,-9171.690000000002,-5.14,False,False
PRJ0185,Data Pipeline - Healthcare Client C #185,Suresh Kumar,Zenith,Engineering,Data Pipeline,2024-04-07,2024-07-09,2024-05-25,Delayed,Medium,306788.06,354171.81,100.0,Low,Healthcare Client C,15,45,47383.75,15.45,True,True
PRJ0186,Mobile App - Fintech Client A #186,Aditya Verma,Nova,Mobile Apps,Mobile App,2023-12-13,2024-06-06,2024-06-12,Completed,Low,258530.42,268480.86,100.0,Low,Fintech Client A,12,0,9950.439999999973,3.85,False,True
PRJ0187,ML Model - Logistics Client E #187,Rohit Sharma,Falcon,Data & Analytics,ML Model,2023-07-14,2023-11-17,2023-11-25,Completed,Low,192424.2,173769.24,100.0,Medium,Logistics Client E,14,0,-18654.96000000002,-9.69,False,False
PRJ0188,Data Pipeline - Govt Client G #188,Suresh Kumar,Vega,Engineering,Data Pipeline,2023-02-25,2023-09-24,2023-06-27,Delayed,Low,32504.81,42257.44,100.0,Medium,Govt Client G,3,89,9752.630000000001,30.0,True,True
PRJ0189,Mobile App - EdTech Client D #189,Neha Kapoor,Nova,Data & Analytics,Mobile App,2024-04-29,2024-12-24,2024-12-31,Completed,High,32368.51,33306.4,100.0,Low,EdTech Client D,4,0,937.890000000003,2.9,False,True
PRJ0190,API Integration - BFSI Client F #190,Arjun Nair,Nova,Mobile Apps,API Integration,2023-07-11,2023-11-29,2023-12-02,Completed,High,21167.42,21536.07,100.0,Low,BFSI Client F,3,0,368.65000000000146,1.74,False,True
PRJ0191,API Integration - Fintech Client A #191,Rohit Sharma,Comet,QA & Testing,API Integration,2025-04-07,2025-09-14,2025-09-22,Completed,Low,209936.05,181006.18,100.0,Medium,Fintech Client A,9,0,-28929.869999999995,-13.78,False,False
PRJ0192,Dashboard - Healthcare Client C #192,Vikram Malhotra,Comet,AI/ML,Dashboard,2023-11-03,2023-12-15,2023-12-23,Completed,High,195874.88,188871.18,100.0,Medium,Healthcare Client C,9,0,-7003.700000000012,-3.58,False,False
PRJ0193,Data Pipeline - Govt Client G #193,Rohit Sharma,Nova,AI/ML,Data Pipeline,2023-06-21,2023-09-28,2023-09-13,Delayed,High,81490.5,117779.2,100.0,High,Govt Client G,15,15,36288.7,44.53,True,True
PRJ0194,API Integration - EdTech Client D #194,Suresh Kumar,Nova,QA & Testing,API Integration,2025-01-14,2025-09-29,2025-10-05,Completed,Medium,38119.12,36610.02,100.0,Low,EdTech Client D,15,0,-1509.1000000000058,-3.96,False,False
PRJ0195,Mobile App - BFSI Client F #195,Aditya Verma,Falcon,Customer Platforms,Mobile App,2024-02-29,2024-05-06,2024-05-07,Completed,High,70158.3,72612.83,100.0,Medium,BFSI Client F,5,0,2454.529999999999,3.5,False,True
PRJ0196,Cloud Migration - BFSI Client F #196,Arjun Nair,Quantum,Cloud Infrastructure,Cloud Migration,2024-01-28,2024-08-10,2024-08-12,Completed,Critical,141565.35,128128.37,100.0,Low,BFSI Client F,10,0,-13436.98000000001,-9.49,False,False
PRJ0197,API Integration - BFSI Client F #197,Ananya Rao,Vega,QA & Testing,API Integration,2024-12-08,2025-03-03,2025-03-08,Completed,Medium,54456.74,46508.59,100.0,Medium,BFSI Client F,3,0,-7948.1500000000015,-14.6,False,False
PRJ0198,ML Model - Fintech Client A #198,Aditya Verma,Zenith,Cloud Infrastructure,ML Model,2023-05-18,2023-08-28,2023-09-01,Completed,Medium,156681.62,156017.27,100.0,High,Fintech Client A,14,0,-664.3500000000058,-0.42,False,False
PRJ0199,API Integration - Govt Client G #199,Divya Pillai,Atlas,Mobile Apps,API Integration,2025-04-20,2025-08-11,2025-06-03,Delayed,Critical,211247.07,255895.0,100.0,High,Govt Client G,11,69,44647.92999999999,21.14,True,True
PRJ0200,ML Model - Healthcare Client C #200,Priya Menon,Falcon,AI/ML,ML Model,2025-05-07,2025-08-10,2025-06-20,Delayed,High,10563.8,14069.43,100.0,High,Healthcare Client C,6,51,3505.630000000001,33.19,True,True
PRJ0201,Web App - Fintech Client A #201,Neha Kapoor,Vega,AI/ML,Web App,2023-09-05,2024-03-13,2024-01-08,Delayed,Low,146630.03,188383.24,100.0,High,Fintech Client A,10,65,41753.20999999999,28.48,True,True
PRJ0202,Cloud Migration - Fintech Client A #202,Aditya Verma,Aurora,Cloud Infrastructure,Cloud Migration,2023-01-29,2023-06-03,2023-06-06,Completed,Medium,14240.61,14545.68,100.0,Medium,Fintech Client A,3,0,305.0699999999997,2.14,False,True
PRJ0203,Web App - Cloud Infrastructure #203,Divya Pillai,Comet,Cloud Infrastructure,Web App,2024-04-30,2025-01-18,2025-01-18,Completed,Medium,79447.73,71086.17,100.0,Medium,Internal,5,0,-8361.559999999998,-10.52,False,False
PRJ0204,Internal Tool - EdTech Client D #204,Neha Kapoor,Aurora,QA & Testing,Internal Tool,2024-01-21,2024-11-07,2024-09-25,Delayed,Medium,92455.64,122122.66,100.0,Low,EdTech Client D,8,43,29667.020000000004,32.09,True,True
PRJ0205,Cloud Migration - Logistics Client E #205,Meera Krishnan,Falcon,Engineering,Cloud Migration,2023-11-02,2024-07-04,2024-05-25,Delayed,Critical,48319.93,63117.32,100.0,Low,Logistics Client E,4,40,14797.39,30.62,True,True
PRJ0206,Data Pipeline - Healthcare Client C #206,Sneha Reddy,Comet,QA & Testing,Data Pipeline,2024-06-13,2025-01-15,2025-01-24,Completed,Medium,130156.81,121152.52,100.0,High,Healthcare Client C,6,0,-9004.289999999994,-6.92,False,False
PRJ0207,Cloud Migration - EdTech Client D #207,Vikram Malhotra,Comet,Engineering,Cloud Migration,2024-03-04,2024-07-06,2024-07-15,Completed,Critical,161503.54,163635.86,100.0,Medium,EdTech Client D,9,0,2132.319999999978,1.32,False,True
PRJ0208,API Integration - Govt Client G #208,Neha Kapoor,Quantum,QA & Testing,API Integration,2024-06-03,2024-09-15,2024-09-17,Completed,High,101673.45,92396.44,100.0,Low,Govt Client G,5,0,-9277.009999999995,-9.12,False,False
PRJ0209,Mobile App - Logistics Client E #209,Priya Menon,Quantum,QA & Testing,Mobile App,2023-08-16,2024-01-30,2023-12-14,Delayed,Medium,108700.97,130296.91,100.0,Medium,Logistics Client E,6,47,21595.940000000002,19.87,True,True
PRJ0210,Dashboard - Fintech Client A #210,Ananya Rao,Zenith,Engineering,Dashboard,2023-07-19,2023-12-20,2023-12-24,Completed,High,83809.79,78162.81,100.0,Medium,Fintech Client A,4,0,-5646.979999999996,-6.74,False,False
PRJ0211,Data Pipeline - Govt Client G #211,Divya Pillai,Pulsar,Data & Analytics,Data Pipeline,2023-11-20,2024-09-12,2024-07-27,Delayed,High,72074.88,93871.27,100.0,High,Govt Client G,14,47,21796.39,30.24,True,True
PRJ0212,Data Pipeline - Healthcare Client C #212,Sneha Reddy,Zenith,Engineering,Data Pipeline,2024-08-13,2025-03-25,2025-03-26,Completed,Low,61301.37,53692.72,100.0,Low,Healthcare Client C,5,0,-7608.6500000000015,-12.41,False,False
PRJ0213,Web App - Mobile Apps #213,Divya Pillai,Zenith,Mobile Apps,Web App,2024-06-30,2024-11-04,2024-09-19,Delayed,Low,134138.65,181454.6,100.0,Not Assessed,Internal,14,46,47315.95000000001,35.27,True,True
PRJ0214,ML Model - Healthcare Client C #214,Aditya Verma,Comet,Engineering,ML Model,2024-12-11,2025-10-30,2025-08-22,Delayed,Medium,65424.98,84101.74,100.0,High,Healthcare Client C,8,69,18676.760000000002,28.55,True,True
PRJ0215,Internal Tool - Logistics Client E #215,Vikram Malhotra,Titan,Cloud Infrastructure,Internal Tool,2024-12-04,2025-02-03,2025-02-06,Completed,Medium,191289.56,168904.22,100.0,Low,Logistics Client E,8,0,-22385.339999999997,-11.7,False,False
PRJ0216,ML Model - Retail Client B #216,Karthik Iyer,Atlas,Engineering,ML Model,2025-01-21,2025-05-24,2025-02-25,Delayed,Low,151278.86,206775.64,100.0,High,Retail Client B,12,88,55496.78000000003,36.69,True,True
PRJ0217,Web App - Customer Platforms #217,Suresh Kumar,Quantum,Customer Platforms,Web App,2024-11-08,2025-01-23,2025-01-04,Delayed,High,262999.88,319994.64,100.0,Medium,Internal,13,19,56994.76000000001,21.67,True,True
PRJ0218,Web App - Healthcare Client C #218,Priya Menon,Aurora,Mobile Apps,Web App,2023-11-05,2024-03-12,2024-03-21,Completed,Low,43192.97,41945.85,100.0,Medium,Healthcare Client C,13,0,-1247.1200000000026,-2.89,False,False
PRJ0219,Cloud Migration - Fintech Client A #219,Aditya Verma,Quantum,Engineering,Cloud Migration,2023-04-27,2023-12-09,2023-12-13,Completed,Low,49791.99,50603.59,100.0,Medium,Fintech Client A,4,0,811.5999999999985,1.63,False,True
PRJ0220,Dashboard - Mobile Apps #220,Priya Menon,Titan,Mobile Apps,Dashboard,2023-08-01,2024-05-23,2024-02-23,Delayed,High,86038.83,93403.85,100.0,Low,Internal,10,90,7365.020000000004,8.56,True,True
PRJ0221,Mobile App - Fintech Client A #221,Rohit Sharma,Nova,Mobile Apps,Mobile App,2023-09-20,2024-03-28,2024-04-01,Completed,Low,69031.67,65086.89,100.0,High,Fintech Client A,6,0,-3944.779999999999,-5.71,False,False
PRJ0222,Internal Tool - Logistics Client E #222,Arjun Nair,Titan,Engineering,Internal Tool,2025-01-26,2025-03-26,2025-03-26,Completed,Medium,82314.62,83993.82,100.0,Low,Logistics Client E,4,0,1679.2000000000116,2.04,False,True
